city_code,date,aqi,co,no2,o3,pm10,pm25,qlty,so2,cond_txt,fl,hum,pcpn,pres,tmp,vis,wind_dir,wind_sc,wind_spd,sug_comf_brf,sug_cw_brf,sug_drsg_brf,sug_flu_brf,sug_sport_brf,sug_trav_brf,sug_uv_brf
CN101070106,2016-07-15,59,NULL,NULL,NULL,51,23,良,NULL,多云,27,54,0,1003,26,10,西北风,4-5,19,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070201,2016-07-15,65,1,23,126,55,29,良,8,阵雨,26,81,0.5,1002,24,10,东风,4-5,18,较舒适,不宜,热,较易发,较不宜,适宜,弱
CN101070202,2016-07-15,62,NULL,NULL,NULL,71,29,良,NULL,多云,26,86,0.3,1002,24,10,东风,5-6,31,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070203,2016-07-15,65,NULL,NULL,NULL,55,29,良,NULL,阵雨,30,85,0.5,1003,23,10,东南风,4-5,24,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070204,2016-07-15,65,NULL,NULL,NULL,55,29,良,NULL,阵雨,26,90,0.9,1002,25,10,东风,3-4,11,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070205,2016-07-15,65,NULL,NULL,NULL,55,29,良,NULL,阵雨,26,87,0.1,1002,23,10,北风,3-4,12,较舒适,不宜,热,较易发,较不宜,适宜,弱
CN101070206,2016-07-15,65,NULL,NULL,NULL,55,29,良,NULL,阵雨,26,97,0.1,1002,23,10,南风,4-5,17,较舒适,不宜,舒适,易发,较适宜,适宜,弱
CN101070207,2016-07-15,65,NULL,NULL,NULL,55,29,良,NULL,阵雨,26,87,0.4,1002,22,10,东北风,3-4,12,较舒适,不宜,热,易发,较适宜,适宜,弱
CN101070301,2016-07-15,87,NULL,NULL,NULL,105,64,良,NULL,多云,27,57,0,1003,25,10,北风,4-5,21,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070302,2016-07-15,87,NULL,NULL,NULL,105,64,良,NULL,多云,30,66,0,1002,24,10,东风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101070303,2016-07-15,87,NULL,NULL,NULL,105,64,良,NULL,多云,32,78,0,1003,24,10,东南风,4-5,18,较舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101070304,2016-07-15,87,NULL,NULL,NULL,105,64,良,NULL,多云,30,68,0,1003,24,10,北风,3-4,16,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070401,2016-07-15,75,NULL,NULL,NULL,53,28,良,NULL,多云,27,62,0,1003,26,10,东北风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070402,2016-07-15,75,NULL,NULL,NULL,53,28,良,NULL,多云,32,62,0,1003,26,10,西风,4-5,18,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070403,2016-07-15,75,NULL,NULL,NULL,53,28,良,NULL,多云,32,54,0,1003,27,10,南风,4-5,17,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070404,2016-07-15,75,NULL,NULL,NULL,53,28,良,NULL,多云,27,62,0,1003,26,10,东北风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070501,2016-07-15,44,NULL,NULL,NULL,43,22,优,NULL,多云,27,55,0,1003,26,10,西南风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070502,2016-07-15,44,NULL,NULL,NULL,43,22,优,NULL,多云,27,62,0,1003,25,10,南风,4-5,22,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070504,2016-07-15,44,NULL,NULL,NULL,43,22,优,NULL,多云,30,66,0,1004,25,10,西南风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070601,2016-07-15,43,NULL,NULL,NULL,35,18,优,NULL,阴,29,78,0,1003,23,10,南风,4-5,22,较舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070602,2016-07-15,43,NULL,NULL,NULL,35,18,优,NULL,阴,27,66,0,1003,24,10,南风,4-5,23,较舒适,不宜,舒适,易发,较不宜,适宜,最弱
CN101070603,2016-07-15,43,NULL,NULL,NULL,35,18,优,NULL,多云,27,59,0,1003,24,10,西南风,4-5,17,较舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070604,2016-07-15,43,NULL,NULL,NULL,35,18,优,NULL,阵雨,27,81,0.3,1003,22,10,西风,3-4,13,较舒适,不宜,舒适,易发,较不宜,适宜,最弱
CN101070701,2016-07-15,54,NULL,NULL,NULL,38,14,良,NULL,多云,30,38,0,1003,26,10,东北风,4-5,20,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070702,2016-07-15,54,NULL,NULL,NULL,38,14,良,NULL,多云,30,47,0,1003,25,10,东北风,4-5,18,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070704,2016-07-15,54,NULL,NULL,NULL,38,14,良,NULL,多云,30,40,0,1003,25,10,北风,4-5,17,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070705,2016-07-15,54,NULL,NULL,NULL,38,14,良,NULL,多云,32,54,0,1002,25,10,东北风,4-5,23,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070706,2016-07-15,54,NULL,NULL,NULL,38,14,良,NULL,多云,30,52,0,1003,25,10,东北风,4-5,17,舒适,较不宜,舒适,较易发,较适宜,适宜,弱
CN101070801,2016-07-15,63,NULL,NULL,NULL,74,31,良,NULL,阵雨,28,74,0,1003,22,10,东北风,4-5,21,舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070802,2016-07-15,63,NULL,NULL,NULL,74,31,良,NULL,阵雨,29,71,0,1003,24,10,北风,3-4,15,舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070803,2016-07-15,63,NULL,NULL,NULL,74,31,良,NULL,阵雨,29,72,0,1003,24,10,东风,4-5,21,舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070901,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,30,41,0,1003,25,10,东北风,4-5,19,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070902,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,46,0,1003,26,10,北风,4-5,17,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071001,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,61,0,1003,25,10,西北风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071002,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,62,0,1003,25,10,北风,4-5,22,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071003,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,66,0,1003,25,10,东北风,3-4,13,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071004,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,61,0,1003,25,10,西北风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071101,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,55,0,1003,27,10,西风,4-5,22,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071102,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,50,0,1003,28,10,东南风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071103,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,30,49,0,1003,28,10,北风,3-4,16,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071104,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,30,47,0,1003,27,10,东风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071105,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,55,0,1003,27,10,西风,4-5,20,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071201,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,28,40,0,1003,23,10,东北风,4-5,24,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071203,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,26,0,1004,24,10,北风,4-5,18,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071204,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,35,0,1004,25,10,东北风,4-5,24,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071205,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,30,42,0,1003,23,10,东北风,4-5,23,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071207,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,27,39,0,1004,22,10,西北风,3-4,13,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101071301,2016-07-15,41,NULL,NULL,NULL,36,16,优,NULL,多云,30,69,0,1002,23,10,东北风,4-5,19,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101071302,2016-07-15,41,NULL,NULL,NULL,36,16,优,NULL,多云,32,69,0,1002,23,10,东北风,4-5,20,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101071303,2016-07-15,41,NULL,NULL,NULL,36,16,优,NULL,多云,30,70,0,1002,24,10,东北风,3-4,15,舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101071401,2016-07-15,61,NULL,NULL,NULL,46,13,良,NULL,多云,30,48,0,1003,24,10,北风,微风,8,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101071402,2016-07-15,61,NULL,NULL,NULL,46,13,良,NULL,多云,27,35,0,1003,25,10,东北风,4-5,24,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101071403,2016-07-15,61,NULL,NULL,NULL,46,13,良,NULL,多云,29,64,0,1003,23,10,南风,3-4,15,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101071404,2016-07-15,61,NULL,NULL,NULL,46,13,良,NULL,多云,29,51,0,1003,24,10,东北风,4-5,22,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101080101,2016-07-15,62,1,18,162,44,25,良,6,阵雨,25,65,0,1003,21,10,西南风,3-4,15,舒适,不宜,舒适,少发,较不宜,较不宜,最弱
CN101080102,2016-07-15,62,NULL,NULL,NULL,44,25,良,NULL,阵雨,30,59,0,998,23,9,东南风,4-5,22,舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101080103,2016-07-15,62,NULL,NULL,NULL,44,25,良,NULL,阵雨,25,86,2,998,19,9,东南风,5-6,33,舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101080104,2016-07-15,62,NULL,NULL,NULL,44,25,良,NULL,阵雨,25,80,0.4,1003,19,10,东南风,5-6,30,舒适,不宜,舒适,较易发,较不宜,较不宜,最弱
CN101080105,2016-07-15,62,NULL,NULL,NULL,44,25,良,NULL,阵雨,25,59,0,1003,22,10,南风,4-5,20,舒适,不宜,舒适,较易发,较不宜,较不宜,最弱
CN101080106,2016-07-15,62,NULL,NULL,NULL,44,25,良,NULL,阵雨,25,61,0,1003,23,10,东北风,3-4,13,舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101080107,2016-07-15,62,NULL,NULL,NULL,44,25,良,NULL,阵雨,23,89,0,998,15,7,东南风,5-6,26,舒适,不宜,较舒适,较易发,较不宜,一般,最弱
CN101080201,2016-07-15,78,NULL,NULL,NULL,54,35,良,NULL,阵雨,30,58,0,998,23,10,西北风,6-7,36,舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101080202,2016-07-15,78,NULL,NULL,NULL,54,35,良,NULL,多云,25,72,0,998,17,9,西北风,5-6,32,舒适,不宜,较舒适,较易发,较不宜,适宜,最弱
CN101080203,2016-07-15,78,NULL,NULL,NULL,54,35,良,NULL,阵雨,27,68,0,997,20,9,西北风,4-5,18,舒适,不宜,较舒适,较易发,较不宜,适宜,最弱
CN101080204,2016-07-15,78,NULL,NULL,NULL,54,35,良,NULL,阵雨,30,53,0,998,25,9,东风,4-5,20,舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101080205,2016-07-15,78,NULL,NULL,NULL,54,35,良,NULL,阵雨,23,71,0.1,998,18,7,西北风,4-5,23,舒适,不宜,较舒适,较易发,较不宜,适宜,最弱
CN101080206,2016-07-15,78,NULL,NULL,NULL,54,35,良,NULL,阵雨,26,77,0,998,17,9,西北风,3-4,14,舒适,不宜,较舒适,少发,较不宜,一般,最弱
CN101080207,2016-07-15,78,NULL,NULL,NULL,54,35,NULL,NULL,阵雨,22,86,0,998,14,7,南风,5-6,30,舒适,不宜,较舒适,较易发,较不宜,一般,最弱
CN101080301,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,30,41,0,999,26,10,西北风,6-7,37,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101080401,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,26,70,0,999,18,7,东南风,4-5,24,舒适,不宜,较舒适,易发,较不宜,一般,最弱
CN101080402,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,阵雨,26,69,0,999,19,7,南风,5-6,29,舒适,不宜,较舒适,易发,较不宜,一般,最弱
CN101090709,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,阵雨,25,58,0,1002,26,10,东风,3-4,13,较不舒适,不宜,热,少发,较不宜,适宜,弱
CN101090710,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,晴,25,73,0,1002,24,10,东北风,4-5,19,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090711,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,多云,31,66,0,1000,23,10,东风,3-4,13,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090712,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,多云,25,57,0,1002,26,10,东北风,4-5,23,较不舒适,不宜,热,少发,较不宜,适宜,弱
CN101090713,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,多云,25,74,0,1002,23,10,北风,5-6,26,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090714,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,阵雨,25,60,0,1002,26,10,北风,微风,2,较不舒适,不宜,热,少发,较不宜,适宜,弱
CN101090716,2016-07-15,54,NULL,NULL,NULL,45,37,良,NULL,阵雨,25,72,0,1002,23,10,东北风,4-5,22,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090801,2016-07-15,48,1,17,152,44,32,优,17,多云,34,59,0,1001,26,10,北风,微风,1,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090802,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,32,65,0,1001,25,10,东南风,3-4,11,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090803,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,31,57,0,1001,25,10,东北风,4-5,17,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090804,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,33,65,0,1001,25,10,南风,4-5,18,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090805,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,25,54,0,1002,26,10,南风,3-4,16,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090806,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,25,47,0,1002,26,10,南风,4-5,21,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090807,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,30,61,0,1001,25,10,东风,3-4,15,较舒适,不宜,舒适,少发,较不宜,适宜,弱
CN101090808,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,32,75,0,1000,24,10,北风,3-4,10,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101090809,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,33,69,0,1000,24,10,东风,3-4,11,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090810,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,31,68,0,1001,24,10,东南风,4-5,18,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101090811,2016-07-15,48,NULL,NULL,NULL,44,32,优,NULL,多云,35,51,0,1001,27,10,东北风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090901,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,26,81,0,1001,21,10,西北风,3-4,10,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090902,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,26,75,0,1003,23,8,东风,4-5,23,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090904,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,27,84,0,1001,21,10,西北风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090905,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,26,66,0,1003,24,8,东风,4-5,24,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090906,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,26,62,0,1003,24,8,东北风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090907,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,29,72,0,1001,24,10,东北风,4-5,22,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090908,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,26,63,0,1003,24,8,南风,3-4,16,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090909,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,32,71,0,1001,24,10,东风,3-4,11,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090910,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,30,70,0,1001,24,10,东风,4-5,23,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090911,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,31,72,0,1001,24,10,东风,3-4,16,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090912,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,30,68,0,1001,25,10,东北风,3-4,15,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090913,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,33,68,0,1001,24,10,东北风,4-5,19,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090914,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,31,66,0,1001,24,10,东北风,4-5,22,舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090915,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,33,71,0,1001,24,10,东北风,4-5,24,舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090916,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,30,72,0,1001,24,10,东北风,3-4,15,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090917,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,30,74,0,1001,24,10,东北风,4-5,22,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090918,2016-07-15,58,NULL,NULL,NULL,63,37,良,NULL,阴,32,73,0,1001,24,10,东北风,3-4,14,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091001,2016-07-15,40,0,14,117,37,28,优,8,多云,29,73,0,1001,24,10,东北风,3-4,10,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101091002,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,多云,31,69,0,1001,24,10,东北风,3-4,15,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101091003,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,多云,32,73,0,1001,24,10,北风,3-4,14,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101091004,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,30,78,0,1001,23,10,西南风,3-4,15,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091005,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,28,80,0,1001,23,10,东风,4-5,22,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091006,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,多云,30,75,0,1001,22,10,东北风,4-5,23,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101091007,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,多云,30,71,0,1001,24,10,东北风,4-5,24,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101091008,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,29,80,0,1001,23,10,东北风,3-4,13,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091009,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,多云,30,75,0,1001,23,10,东北风,4-5,21,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101091010,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,33,75,0,1001,24,10,东风,4-5,19,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091011,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,30,76,0,1001,24,10,北风,3-4,10,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091012,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,29,80,0,1001,23,10,东北风,3-4,13,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091013,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,29,82,0,1001,23,10,东北风,3-4,11,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091014,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,30,81,0,1001,23,10,北风,3-4,11,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091015,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,阴,29,73,0,1001,24,10,北风,3-4,10,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101091016,2016-07-15,40,NULL,NULL,NULL,37,28,优,NULL,多云,26,80,0,1001,21,10,西北风,4-5,18,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101091101,2016-07-15,44,0,28,94,34,7,优,14,阴,29,67,0,1001,23,10,东风,4-5,19,较舒适,较适宜,舒适,少发,较适宜,适宜,最弱
CN101091102,2016-07-15,44,NULL,NULL,NULL,34,7,优,NULL,阴,30,33,0,1001,25,10,北风,4-5,20,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101091103,2016-07-15,44,NULL,NULL,NULL,34,7,优,NULL,阴,29,59,0,1001,24,10,东风,4-5,17,较舒适,较适宜,舒适,少发,较适宜,适宜,最弱
CN101091104,2016-07-15,44,NULL,NULL,NULL,34,7,优,NULL,阴,29,58,0,1001,24,10,东南风,4-5,18,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101091105,2016-07-15,44,NULL,NULL,NULL,34,7,优,NULL,阴,29,41,0,1001,25,10,东风,4-5,22,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101091106,2016-07-15,44,NULL,NULL,NULL,34,7,优,NULL,阴,29,67,0,1001,23,10,东风,4-5,24,较舒适,较适宜,舒适,少发,较适宜,适宜,最弱
CN101180101,2016-07-15,50,1,18,117,49,31,优,9,多云,26,79,0,1002,24,8,东风,4-5,20,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101180102,2016-07-15,50,NULL,NULL,NULL,49,31,优,NULL,阴,33,65,0,1000,26,10,东风,4-5,23,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101180103,2016-07-15,50,NULL,NULL,NULL,49,31,优,NULL,多云,26,69,0,1002,24,8,东南风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101180104,2016-07-15,50,NULL,NULL,NULL,49,31,优,NULL,多云,26,74,0,1002,24,8,东风,3-4,11,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101180105,2016-07-15,50,NULL,NULL,NULL,49,31,优,NULL,多云,26,78,0,1002,23,8,南风,4-5,24,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101180106,2016-07-15,50,NULL,NULL,NULL,49,31,优,NULL,多云,26,72,0,1002,24,8,东北风,4-5,20,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101180107,2016-07-15,50,NULL,NULL,NULL,49,31,优,NULL,多云,26,76,0,1002,23,8,东北风,3-4,13,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101180108,2016-07-15,50,NULL,NULL,NULL,49,31,优,NULL,多云,30,69,0,1001,24,10,东南风,3-4,13,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101180201,2016-07-15,49,NULL,NULL,NULL,48,27,优,NULL,阴,30,74,0,1001,23,10,东北风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101180202,2016-07-15,49,NULL,NULL,NULL,48,27,优,NULL,多云,28,77,0,1001,23,10,北风,4-5,19,较舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101180203,2016-07-15,49,NULL,NULL,NULL,48,27,优,NULL,多云,26,79,0,1002,23,8,东北风,4-5,21,舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101180204,2016-07-15,49,NULL,NULL,NULL,48,27,优,NULL,晴,29,84,0,1001,22,10,东风,4-5,20,舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101180205,2016-07-15,49,NULL,NULL,NULL,48,27,优,NULL,阴,28,84,0,1001,20,10,西南风,3-4,13,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101180301,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,70,0,1002,25,8,东北风,4-5,17,较不舒适,较适宜,热,少发,较适宜,适宜,中等
CN101180302,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,69,0,1002,25,8,南风,3-4,12,较不舒适,较适宜,热,少发,较适宜,适宜,中等
CN101180303,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,82,0,1002,23,8,东风,4-5,21,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180304,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,72,0,1002,24,8,东风,3-4,15,较舒适,较适宜,热,少发,较适宜,适宜,中等
CN101180305,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,73,0,1002,24,8,东北风,3-4,15,较舒适,较适宜,热,少发,较适宜,适宜,中等
CN101180306,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,78,0,1002,23,8,东北风,4-5,24,较舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101180307,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,81,0,1002,22,8,东北风,3-4,10,较舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101180308,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,31,80,0,1001,23,10,西北风,3-4,14,舒适,不宜,较舒适,少发,较不宜,适宜,最弱
CN101180401,2016-07-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,26,78,0,1002,24,8,东北风,4-5,18,较舒适,不宜,热,少发,较不宜,适宜,弱
